100038,Ph‡_Ám Anh Vi‡Èàt,TRUE,21,B‡_£o v‡Èà,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100039,LÌ_ €êÌ«ng TrÌÊ,FALSE,53,CÌ«ng nhÌ¢n,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100040,€ê‡_áng VÌ¢n TiÌ»n,FALSE,69,B‡_£o v‡Èà,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100041,VÅ© Ìê€Äng KhÌÁnh,TRUE,48,Thanh tra,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100042,Phan Y‡_Àn Trang,FALSE,23,Y tÌÁ,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100043,BÌ_i B‡_Ách Tuy‡_Àt,FALSE,25,B‡_£o v‡Èà,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100044,LÌ_ PhÌ_c LÌ¢m,TRUE,67,NhÌ¢n viÌ»n,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100045,€ê‡_áng Minh H‡Èá,TRUE,57,Y tÌÁ,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100046,Phan Th‡_£o VÌ¢n,FALSE,44,B‡_£o v‡Èà,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100047,Nguy‡ÈÉn ThÌ_y Vy,FALSE,44,B‡_£o v‡Èà,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100048,€ê‡_áng TrÌ_c C®¡®Áng,TRUE,29,NhÌ¢n viÌ»n,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100049,Nguy‡ÈÉn Minh TÌ¢n,TRUE,52,Lu‡__t s®¡,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100050,VÅ© Gia C‡_£nh,TRUE,50,Thanh tra,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100051,BÌ_i Qu‡_À Chi,FALSE,69,Sinh viÌ»n,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100052,H‡ÈÒ Thanh DÌ¢n,FALSE,56,Thanh tra,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100053,Nguy‡ÈÉn TrÌ_c Ph®¡®Áng,FALSE,34,Thanh tra,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100054,LÌ» T‡_´t HÌ_a,TRUE,22,GiÌÁm €Ô‡ÈÔc,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100055,LÌ» ThÌ_y NgÌÊ,FALSE,52,BÌÁc s€©,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100056,Phan Hi‡_Àu D‡È´ng,TRUE,34,B‡_£o v‡Èà,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100057,Phan NhÌ£ LÌ_,FALSE,50,CÌ«ng nhÌ¢n,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100058,€ê‡_áng Thu Ph®¡‡È£ng,FALSE,31,BÌÁc s€©,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100059,HoÌÊng VÅ© H‡ÈÒng,FALSE,44,Lu‡__t s®¡,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100060,H‡ÈÒ Minh TÌ¢m,FALSE,58,Lu‡__t s®¡,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100061,Ph‡_Ám M‡È_ TÌ¢m,FALSE,69,Thanh tra,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100062,LÌ» C®¡®Áng Quy‡_Àt,TRUE,48,K‡È_ s®¡,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100063,Nguy‡ÈÉn ThÌÁi Minh,TRUE,51,Lu‡__t s®¡,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100064,€ê‡_áng Anh HoÌÊng,TRUE,38,BÌÁc s€©,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100065,VÅ© H‡Èøu TÌÊi,TRUE,56,Y tÌÁ,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100066,Phan HÌ_a Giang,TRUE,51,Thanh tra,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100067,HoÌÊng BÌ_ch Thoa,FALSE,68,BÌÁc s€©,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100068,LÌ» L®¡®Áng Thi‡Èàn,TRUE,39,B‡_£o v‡Èà,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100069,Ph‡_Ám TÌ¢m Khanh,FALSE,30,Thanh tra,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100070,Nguy‡ÈÉn BÌ_ch Hu‡Èà,FALSE,67,Thanh tra,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100071,Ph‡_Ám Duy Thanh,TRUE,40,B‡_£o v‡Èà,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100072,HoÌÊng Tu‡_´n Ch®¡®Áng,TRUE,45,CÌ«ng nhÌ¢n,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100073,Nguy‡ÈÉn Qu‡ÈÔc Tr®¡‡Èùng,TRUE,27,Lu‡__t s®¡,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100074,€ê‡ÈÑ Th‡È´y MiÌ»n,TRUE,30,NhÌ¢n viÌ»n,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100075,Ph‡_Ám Qu‡È_nh NgÌ¢n,FALSE,65,Sinh viÌ»n,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100076,VÅ© H‡_Ánh My,FALSE,23,Lu‡__t s®¡,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100077,Ph‡_Ám ChÌ_nh TÌ¢m,TRUE,38,Lu‡__t s®¡,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100078,D®¡®Áng Thanh Tu‡_´n,TRUE,36,BÌÁc s€©,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100079,LÌ» Minh UyÌ»n,FALSE,23,Sinh viÌ»n,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100080,D®¡®Áng Ph®¡®Áng Mai,FALSE,47,Thanh tra,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100081,HoÌÊng Duy Khang,TRUE,29,GiÌÁm €Ô‡ÈÔc,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100082,D®¡®Áng M‡È_ Hi‡Èàp,FALSE,36,BÌÁc s€©,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100083,LÌ_ Tu‡_´n S€©,TRUE,28,GiÌÁm €Ô‡ÈÔc,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100084,HoÌÊng M‡È_ VÌ¢n,FALSE,32,Sinh viÌ»n,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100085,BÌ_i NgÌ¢n Anh,FALSE,38,BÌÁc s€©,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100086,HoÌÊng Thanh Loan,FALSE,34,B‡_£o v‡Èà,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100087,VÅ© Minh NhÌ¢n,TRUE,39,CÌ«ng nhÌ¢n,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100088,HoÌÊng Tr®¡‡Èùng Chinh,TRUE,46,CÌ«ng nhÌ¢n,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100089,Phan V€©nh H®¡ng,TRUE,32,K‡È_ s®¡,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100090,Phan Mai Anh,FALSE,37,B‡_£o v‡Èà,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100091,Phan Phi Ìêi‡Èàp,TRUE,69,K‡È_ s®¡,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100092,Tr‡__n Duy HÌ_ng,TRUE,65,B‡_£o v‡Èà,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100093,BÌ_i Minh S®Án,TRUE,67,NhÌ¢n viÌ»n,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100094,BÌ_i H‡ÈÒng Di‡ÈÉm,FALSE,42,K‡È_ s®¡,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100095,HoÌÊng XuÌ¢n Loan,FALSE,66,GiÌÁm €Ô‡ÈÔc,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100096,Tr‡__n Kh‡_£ TÌ_,FALSE,51,Lu‡__t s®¡,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100097,Ph‡_Ám H‡ÈÒng Giang,FALSE,23,Sinh viÌ»n,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100098,H‡ÈÒ Ki‡ÈÅu Khanh,FALSE,21,BÌÁc s€©,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100099,H‡ÈÒ Khai Minh,TRUE,59,BÌÁc s€©,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100100,HoÌÊng Ìù BÌÂnh,FALSE,57,Thanh tra,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100101,Ph‡_Ám Nguy‡Èàt Minh,FALSE,43,GiÌÁm €Ô‡ÈÔc,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100102,D®¡®Áng Ìân Lai,TRUE,62,NhÌ¢n viÌ»n,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100103,Phan H‡Èøu TÌÊi,TRUE,52,Y tÌÁ,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100104,H‡ÈÒ NgÌ¢n HÌÊ,FALSE,38,Y tÌÁ,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100105,HoÌÊng Ìê‡_Át DÅ©ng,TRUE,25,BÌÁc s€©,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100106,LÌ» ThÌ_y Anh,FALSE,40,GiÌÁm €Ô‡ÈÔc,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100107,D®¡®Áng Trung ChuyÌ»n,TRUE,50,BÌÁc s€©,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100108,LÌ» TrÌ_c Qu‡È_nh,FALSE,34,CÌ«ng nhÌ¢n,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100109,LÌ» B‡_£o Th‡_Ách,TRUE,49,Sinh viÌ»n,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100110,H‡ÈÒ ÌêÌÂnh ÌêÌ«n,TRUE,28,Y tÌÁ,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100111,Phan Ng‡Èçc Tr‡È´,TRUE,46,GiÌÁm €Ô‡ÈÔc,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100112,BÌ_i BÌ_ch QuyÌ»n,FALSE,45,CÌ«ng nhÌ¢n,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100113,Nguy‡ÈÉn Tri‡ÈÅu Nguy‡Èàt,FALSE,50,Y tÌÁ,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100114,€ê‡ÈÑ Ìê‡È©c ToÌÊn,TRUE,53,NhÌ¢n viÌ»n,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100115,LÌ_ Minh HoÌÊng,TRUE,27,NhÌ¢n viÌ»n,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100116,LÌ_ VÌ¢n KhÌÁnh,FALSE,67,K‡È_ s®¡,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100117,H‡ÈÒ XuÌ¢n An,TRUE,43,NhÌ¢n viÌ»n,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100118,LÌ» B‡_Ách Hoa,FALSE,25,GiÌÁm €Ô‡ÈÔc,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100119,H‡ÈÒ H‡_Ánh Chi,FALSE,40,B‡_£o v‡Èà,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100120,LÌ» ÌêÌÂnh NgÌ¢n,TRUE,62,NhÌ¢n viÌ»n,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100121,€ê‡_áng VÌ¢n Trinh,FALSE,62,GiÌÁm €Ô‡ÈÔc,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100122,LÌ» Y‡_Àn Th‡_£o,FALSE,26,Thanh tra,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100123,Tr‡__n XuÌ¢n Hoa,FALSE,52,BÌÁc s€©,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100124,D®¡®Áng ThÌÁi Lan,FALSE,45,Y tÌÁ,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100125,Phan Ph®¡‡È_c An,TRUE,55,K‡È_ s®¡,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100126,Tr‡__n Y‡_Àn Trinh,FALSE,18,BÌÁc s€©,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100127,D®¡®Áng KhÌÁnh Vi,FALSE,65,Thanh tra,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100128,Nguy‡ÈÉn Mai Thanh,FALSE,21,CÌ«ng nhÌ¢n,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100129,D®¡®Áng CÌÁt T®¡‡Èùng,TRUE,46,Y tÌÁ,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100130,H‡ÈÒ HÌÊ Nhi,FALSE,47,Lu‡__t s®¡,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100131,HoÌÊng VÌ¢n Chi,FALSE,53,K‡È_ s®¡,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100132,Nguy‡ÈÉn Thanh TrÌ_c,FALSE,44,Lu‡__t s®¡,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100133,LÌ» ThiÌ»n N®¡®Áng,FALSE,46,K‡È_ s®¡,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100134,€ê‡ÈÑ BÌ_ch Hi‡ÈÅn,FALSE,30,Y tÌÁ,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100135,D®¡®Áng Lan Ph®¡®Áng,FALSE,66,Y tÌÁ,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100136,Tr‡__n DÌ¢n Hi‡Èàp,TRUE,46,BÌÁc s€©,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100137,€ê‡_áng ÌÅi Nhi,FALSE,57,NhÌ¢n viÌ»n,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100138,BÌ_i S®Án Ca,FALSE,60,NhÌ¢n viÌ»n,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100139,Tr‡__n Mai Vy,FALSE,25,GiÌÁm €Ô‡ÈÔc,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100140,Nguy‡ÈÉn Kim Th®¡,FALSE,27,Sinh viÌ»n,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100141,Tr‡__n ThÌÊnh Doanh,TRUE,18,K‡È_ s®¡,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100142,LÌ_ Thanh XuÌ¢n,FALSE,26,B‡_£o v‡Èà,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100143,Nguy‡ÈÉn Ìêinh L‡Èªc,TRUE,57,Y tÌÁ,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100144,LÌ_ H‡Èøu Canh,TRUE,32,BÌÁc s€©,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100145,BÌ_i Qu‡ÈÔc Ìê‡_Ái,TRUE,64,Thanh tra,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100146,Phan Qu‡ÈÔc QuÌ_,TRUE,56,Sinh viÌ»n,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100147,Ph‡_Ám Quang Linh,TRUE,61,Thanh tra,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100148,Nguy‡ÈÉn Thanh KiÌ»n,TRUE,54,B‡_£o v‡Èà,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100149,€ê‡_áng HoÌÊng Oanh,FALSE,25,Y tÌÁ,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100150,Phan HoÌÊng Khang,TRUE,21,GiÌÁm €Ô‡ÈÔc,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100151,Tr‡__n Minh Hi‡ÈÅn,FALSE,32,Sinh viÌ»n,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100152,€ê‡_áng Minh Th®¡,FALSE,43,Thanh tra,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100153,BÌ_i D®¡®Áng KhÌÁnh,TRUE,39,Y tÌÁ,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100154,Ph‡_Ám PhÌ_c NguyÌ»n,TRUE,18,Sinh viÌ»n,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100155,Phan ÌêÌ«ng ÌêÌÊo,FALSE,46,Y tÌÁ,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100156,BÌ_i Hi‡Èàp HÌÊ,TRUE,30,B‡_£o v‡Èà,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100157,Tr‡__n Kim V®¡‡È£ng,TRUE,38,B‡_£o v‡Èà,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100158,Ph‡_Ám Ph®¡®Áng Dung,FALSE,54,GiÌÁm €Ô‡ÈÔc,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100159,€ê‡ÈÑ Huy‡ÈÅn Th®¡,FALSE,59,B‡_£o v‡Èà,http://vietnamnet.vn/,Tue Nov 13 08:55:48 ICT 2018
100160,H‡ÈÒ HÌÊ Ph®¡®Áng,FALSE,62,NhÌ¢n viÌ»n,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100161,LÌ_ D‡_Á Nguy‡Èàt,FALSE,69,Sinh viÌ»n,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100162,€ê‡_áng Th‡È_y Qu‡È_nh,FALSE,57,B‡_£o v‡Èà,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100163,Phan Phi Nhung,FALSE,36,CÌ«ng nhÌ¢n,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100164,€ê‡_áng Qu‡È_nh Giao,FALSE,41,CÌ«ng nhÌ¢n,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100165,Nguy‡ÈÉn Th®¡ S®¡®Áng,FALSE,50,GiÌÁm €Ô‡ÈÔc,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100166,€ê‡ÈÑ TÌ_ch Ìê‡È©c,TRUE,64,Thanh tra,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100167,HoÌÊng Quang Th‡ÈÜnh,TRUE,18,Lu‡__t s®¡,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100168,Phan Giang Nam,TRUE,38,Sinh viÌ»n,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100169,H‡ÈÒ Y‡_Àn Ph®¡®Áng,FALSE,46,B‡_£o v‡Èà,https://dantri.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100170,Tr‡__n Thu‡__n HÌ_a,TRUE,52,Lu‡__t s®¡,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100171,VÅ© M‡È_ Hu‡Èà,FALSE,57,GiÌÁm €Ô‡ÈÔc,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100172,Ph‡_Ám Song Lam,FALSE,37,Lu‡__t s®¡,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100173,Phan Nh®¡ H‡_£o,FALSE,52,BÌÁc s€©,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100174,Tr‡__n V€©nh H‡_£i,TRUE,32,Thanh tra,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
100175,€ê‡_áng Ph®¡®Áng H‡_Ánh,FALSE,64,K‡È_ s®¡,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100176,H‡ÈÒ Th®¡‡Èùng Ki‡Èàt,TRUE,34,Thanh tra,http://kenh14.vn/,Tue Nov 13 08:55:48 ICT 2018
100177,€ê‡ÈÑ ÌÅnh L‡Èà,FALSE,69,Lu‡__t s®¡,vnexpress.net,Tue Nov 13 08:55:48 ICT 2018
100178,Phan Phi Ìêi‡Èàp,TRUE,58,GiÌÁm €Ô‡ÈÔc,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100179,LÌ_ Cao K‡È_,TRUE,53,Thanh tra,https://www.24h.com.vn/,Tue Nov 13 08:55:48 ICT 2018
100180,BÌ_i HoÌÊi B‡_øc,TRUE,22,GiÌÁm €Ô‡ÈÔc,https://vtc.vn/,Tue Nov 13 08:55:48 ICT 2018
100181,LÌ» T‡ÈÇ Dung,FALSE,54,Sinh viÌ»n,tuoitre.vn,Tue Nov 13 08:55:48 ICT 2018
100182,€ê‡_áng Danh ThÌÊnh,TRUE,32,CÌ«ng nhÌ¢n,https://www.vietnamplus.vn/,Tue Nov 13 08:55:48 ICT 2018
